id,date,title,vol,iss,prev_id,next_id,restricted
sim_notes-and-queries_1883-09-22_8_195,1883-09-22,Notes and Queries  1883-09-22: Vol 8 Iss 195,8,195,sim_notes-and-queries_1883-09-15_8_194,sim_notes-and-queries_1883-09-29_8_196,
sim_notes-and-queries_1883-09-29_8_196,1883-09-29,Notes and Queries  1883-09-29: Vol 8 Iss 196,8,196,sim_notes-and-queries_1883-09-22_8_195,sim_notes-and-queries_1883-10-06_8_197,
sim_notes-and-queries_1883-10-06_8_197,1883-10-06,Notes and Queries  1883-10-06: Vol 8 Iss 197,8,197,sim_notes-and-queries_1883-09-29_8_196,sim_notes-and-queries_1883-10-13_8_198,
sim_notes-and-queries_1883-10-13_8_198,1883-10-13,Notes and Queries  1883-10-13: Vol 8 Iss 198,8,198,sim_notes-and-queries_1883-10-06_8_197,sim_notes-and-queries_1883-10-20_8_199,
sim_notes-and-queries_1883-10-20_8_199,1883-10-20,Notes and Queries  1883-10-20: Vol 8 Iss 199,8,199,sim_notes-and-queries_1883-10-13_8_198,sim_notes-and-queries_1883-10-27_8_200,
sim_notes-and-queries_1883-10-27_8_200,1883-10-27,Notes and Queries  1883-10-27: Vol 8 Iss 200,8,200,sim_notes-and-queries_1883-10-20_8_199,sim_notes-and-queries_1883-11-03_8_201,
sim_notes-and-queries_1883-11-03_8_201,1883-11-03,Notes and Queries  1883-11-03: Vol 8 Iss 201,8,201,sim_notes-and-queries_1883-10-27_8_200,sim_notes-and-queries_1883-11-10_8_202,
sim_notes-and-queries_1883-11-10_8_202,1883-11-10,Notes and Queries  1883-11-10: Vol 8 Iss 202,8,202,sim_notes-and-queries_1883-11-03_8_201,sim_notes-and-queries_1883-11-17_8_203,
sim_notes-and-queries_1883-11-17_8_203,1883-11-17,Notes and Queries  1883-11-17: Vol 8 Iss 203,8,203,sim_notes-and-queries_1883-11-10_8_202,sim_notes-and-queries_1883-11-24_8_204,
sim_notes-and-queries_1883-11-24_8_204,1883-11-24,Notes and Queries  1883-11-24: Vol 8 Iss 204,8,204,sim_notes-and-queries_1883-11-17_8_203,sim_notes-and-queries_1883-12-01_8_205,
sim_notes-and-queries_1883-12-01_8_205,1883-12-01,Notes and Queries  1883-12-01: Vol 8 Iss 205,8,205,sim_notes-and-queries_1883-11-24_8_204,sim_notes-and-queries_1883-12-08_8_206,
sim_notes-and-queries_1883-12-08_8_206,1883-12-08,Notes and Queries  1883-12-08: Vol 8 Iss 206,8,206,sim_notes-and-queries_1883-12-01_8_205,sim_notes-and-queries_1883-12-15_8_207,
sim_notes-and-queries_1883-12-15_8_207,1883-12-15,Notes and Queries  1883-12-15: Vol 8 Iss 207,8,207,sim_notes-and-queries_1883-12-08_8_206,sim_notes-and-queries_1883-12-22_8_208,
sim_notes-and-queries_1883-12-22_8_208,1883-12-22,Notes and Queries  1883-12-22: Vol 8 Iss 208,8,208,sim_notes-and-queries_1883-12-15_8_207,sim_notes-and-queries_1883-12-29_8_209,
sim_notes-and-queries_1883-12-29_8_209,1883-12-29,Notes and Queries  1883-12-29: Vol 8 Iss 209,8,209,sim_notes-and-queries_1883-12-22_8_208,sim_notes-and-queries_1884_9_index,
sim_notes-and-queries_1883_7_index,1883,Notes and Queries  1883: Vol 7 Index,7,Index,sim_notes-and-queries_1882-12-30_6_157,sim_notes-and-queries_1883-01-06_7_158,
sim_notes-and-queries_1883_8_index,1883,Notes and Queries  1883: Vol 8 Index,8,Index,sim_notes-and-queries_1883-06-30_7_183,sim_notes-and-queries_1883-07-07_8_184,
sim_notes-and-queries_1884-01-05_9_210,1884-01-05,Notes and Queries  1884-01-05: Vol 9 Iss 210,9,210,sim_notes-and-queries_1884_9_index,sim_notes-and-queries_1884-01-12_9_211,
sim_notes-and-queries_1884-01-12_9_211,1884-01-12,Notes and Queries  1884-01-12: Vol 9 Iss 211,9,211,sim_notes-and-queries_1884-01-05_9_210,sim_notes-and-queries_1884-01-19_9_212,
sim_notes-and-queries_1884-01-19_9_212,1884-01-19,Notes and Queries  1884-01-19: Vol 9 Iss 212,9,212,sim_notes-and-queries_1884-01-12_9_211,sim_notes-and-queries_1884-01-26_9_213,
sim_notes-and-queries_1884-01-26_9_213,1884-01-26,Notes and Queries  1884-01-26: Vol 9 Iss 213,9,213,sim_notes-and-queries_1884-01-19_9_212,sim_notes-and-queries_1884-02-02_9_214,
sim_notes-and-queries_1884-02-02_9_214,1884-02-02,Notes and Queries  1884-02-02: Vol 9 Iss 214,9,214,sim_notes-and-queries_1884-01-26_9_213,sim_notes-and-queries_1884-02-09_9_215,
sim_notes-and-queries_1884-02-09_9_215,1884-02-09,Notes and Queries  1884-02-09: Vol 9 Iss 215,9,215,sim_notes-and-queries_1884-02-02_9_214,sim_notes-and-queries_1884-02-16_9_216,
sim_notes-and-queries_1884-02-16_9_216,1884-02-16,Notes and Queries  1884-02-16: Vol 9 Iss 216,9,216,sim_notes-and-queries_1884-02-09_9_215,sim_notes-and-queries_1884-02-23_9_217,
sim_notes-and-queries_1884-02-23_9_217,1884-02-23,Notes and Queries  1884-02-23: Vol 9 Iss 217,9,217,sim_notes-and-queries_1884-02-16_9_216,sim_notes-and-queries_1884-03-01_9_218,
sim_notes-and-queries_1884-03-01_9_218,1884-03-01,Notes and Queries  1884-03-01: Vol 9 Iss 218,9,218,sim_notes-and-queries_1884-02-23_9_217,sim_notes-and-queries_1884-03-08_9_219,
sim_notes-and-queries_1884-03-08_9_219,1884-03-08,Notes and Queries  1884-03-08: Vol 9 Iss 219,9,219,sim_notes-and-queries_1884-03-01_9_218,sim_notes-and-queries_1884-03-15_9_220,
sim_notes-and-queries_1884-03-15_9_220,1884-03-15,Notes and Queries  1884-03-15: Vol 9 Iss 220,9,220,sim_notes-and-queries_1884-03-08_9_219,sim_notes-and-queries_1884-03-22_9_221,
sim_notes-and-queries_1884-03-22_9_221,1884-03-22,Notes and Queries  1884-03-22: Vol 9 Iss 221,9,221,sim_notes-and-queries_1884-03-15_9_220,sim_notes-and-queries_1884-03-29_9_222,
sim_notes-and-queries_1884-03-29_9_222,1884-03-29,Notes and Queries  1884-03-29: Vol 9 Iss 222,9,222,sim_notes-and-queries_1884-03-22_9_221,sim_notes-and-queries_1884-04-05_9_223,
sim_notes-and-queries_1884-04-05_9_223,1884-04-05,Notes and Queries  1884-04-05: Vol 9 Iss 223,9,223,sim_notes-and-queries_1884-03-29_9_222,sim_notes-and-queries_1884-04-12_9_224,
sim_notes-and-queries_1884-04-12_9_224,1884-04-12,Notes and Queries  1884-04-12: Vol 9 Iss 224,9,224,sim_notes-and-queries_1884-04-05_9_223,sim_notes-and-queries_1884-04-19_9_225,
sim_notes-and-queries_1884-04-19_9_225,1884-04-19,Notes and Queries  1884-04-19: Vol 9 Iss 225,9,225,sim_notes-and-queries_1884-04-12_9_224,sim_notes-and-queries_1884-04-26_9_226,
sim_notes-and-queries_1884-04-26_9_226,1884-04-26,Notes and Queries  1884-04-26: Vol 9 Iss 226,9,226,sim_notes-and-queries_1884-04-19_9_225,sim_notes-and-queries_1884-05-03_9_227,
sim_notes-and-queries_1884-05-03_9_227,1884-05-03,Notes and Queries  1884-05-03: Vol 9 Iss 227,9,227,sim_notes-and-queries_1884-04-26_9_226,sim_notes-and-queries_1884-05-10_9_228,
sim_notes-and-queries_1884-05-10_9_228,1884-05-10,Notes and Queries  1884-05-10: Vol 9 Iss 228,9,228,sim_notes-and-queries_1884-05-03_9_227,sim_notes-and-queries_1884-05-17_9_229,
sim_notes-and-queries_1884-05-17_9_229,1884-05-17,Notes and Queries  1884-05-17: Vol 9 Iss 229,9,229,sim_notes-and-queries_1884-05-10_9_228,sim_notes-and-queries_1884-05-24_9_230,
sim_notes-and-queries_1884-05-24_9_230,1884-05-24,Notes and Queries  1884-05-24: Vol 9 Iss 230,9,230,sim_notes-and-queries_1884-05-17_9_229,sim_notes-and-queries_1884-05-31_9_231,
sim_notes-and-queries_1884-05-31_9_231,1884-05-31,Notes and Queries  1884-05-31: Vol 9 Iss 231,9,231,sim_notes-and-queries_1884-05-24_9_230,sim_notes-and-queries_1884-06-07_9_232,
sim_notes-and-queries_1884-06-07_9_232,1884-06-07,Notes and Queries  1884-06-07: Vol 9 Iss 232,9,232,sim_notes-and-queries_1884-05-31_9_231,sim_notes-and-queries_1884-06-14_9_233,
sim_notes-and-queries_1884-06-14_9_233,1884-06-14,Notes and Queries  1884-06-14: Vol 9 Iss 233,9,233,sim_notes-and-queries_1884-06-07_9_232,sim_notes-and-queries_1884-06-21_9_234,
sim_notes-and-queries_1884-06-21_9_234,1884-06-21,Notes and Queries  1884-06-21: Vol 9 Iss 234,9,234,sim_notes-and-queries_1884-06-14_9_233,sim_notes-and-queries_1884-06-28_9_235,
sim_notes-and-queries_1884-06-28_9_235,1884-06-28,Notes and Queries  1884-06-28: Vol 9 Iss 235,9,235,sim_notes-and-queries_1884-06-21_9_234,sim_notes-and-queries_1884_10_index,
sim_notes-and-queries_1884-07-05_10_236,1884-07-05,Notes and Queries  1884-07-05: Vol 10 Iss 236,10,236,sim_notes-and-queries_1884_10_index,sim_notes-and-queries_1884-07-12_10_237,
sim_notes-and-queries_1884-07-12_10_237,1884-07-12,Notes and Queries  1884-07-12: Vol 10 Iss 237,10,237,sim_notes-and-queries_1884-07-05_10_236,sim_notes-and-queries_1884-07-19_10_238,
sim_notes-and-queries_1884-07-19_10_238,1884-07-19,Notes and Queries  1884-07-19: Vol 10 Iss 238,10,238,sim_notes-and-queries_1884-07-12_10_237,sim_notes-and-queries_1884-07-26_10_239,
sim_notes-and-queries_1884-07-26_10_239,1884-07-26,Notes and Queries  1884-07-26: Vol 10 Iss 239,10,239,sim_notes-and-queries_1884-07-19_10_238,sim_notes-and-queries_1884-08-02_10_240,
sim_notes-and-queries_1884-08-02_10_240,1884-08-02,Notes and Queries  1884-08-02: Vol 10 Iss 240,10,240,sim_notes-and-queries_1884-07-26_10_239,sim_notes-and-queries_1884-08-09_10_241,
sim_notes-and-queries_1884-08-09_10_241,1884-08-09,Notes and Queries  1884-08-09: Vol 10 Iss 241,10,241,sim_notes-and-queries_1884-08-02_10_240,sim_notes-and-queries_1884-08-16_10_242,
sim_notes-and-queries_1884-08-16_10_242,1884-08-16,Notes and Queries  1884-08-16: Vol 10 Iss 242,10,242,sim_notes-and-queries_1884-08-09_10_241,sim_notes-and-queries_1884-08-23_10_243,
sim_notes-and-queries_1884-08-23_10_243,1884-08-23,Notes and Queries  1884-08-23: Vol 10 Iss 243,10,243,sim_notes-and-queries_1884-08-16_10_242,sim_notes-and-queries_1884-08-30_10_244,
sim_notes-and-queries_1884-08-30_10_244,1884-08-30,Notes and Queries  1884-08-30: Vol 10 Iss 244,10,244,sim_notes-and-queries_1884-08-23_10_243,sim_notes-and-queries_1884-09-06_10_245,
sim_notes-and-queries_1884-09-06_10_245,1884-09-06,Notes and Queries  1884-09-06: Vol 10 Iss 245,10,245,sim_notes-and-queries_1884-08-30_10_244,sim_notes-and-queries_1884-09-13_10_246,
sim_notes-and-queries_1884-09-13_10_246,1884-09-13,Notes and Queries  1884-09-13: Vol 10 Iss 246,10,246,sim_notes-and-queries_1884-09-06_10_245,sim_notes-and-queries_1884-09-20_10_247,
sim_notes-and-queries_1884-09-20_10_247,1884-09-20,Notes and Queries  1884-09-20: Vol 10 Iss 247,10,247,sim_notes-and-queries_1884-09-13_10_246,sim_notes-and-queries_1884-09-27_10_248,
sim_notes-and-queries_1884-09-27_10_248,1884-09-27,Notes and Queries  1884-09-27: Vol 10 Iss 248,10,248,sim_notes-and-queries_1884-09-20_10_247,sim_notes-and-queries_1884-10-04_10_249,
sim_notes-and-queries_1884-10-04_10_249,1884-10-04,Notes and Queries  1884-10-04: Vol 10 Iss 249,10,249,sim_notes-and-queries_1884-09-27_10_248,sim_notes-and-queries_1884-10-11_10_250,
sim_notes-and-queries_1884-10-11_10_250,1884-10-11,Notes and Queries  1884-10-11: Vol 10 Iss 250,10,250,sim_notes-and-queries_1884-10-04_10_249,sim_notes-and-queries_1884-10-18_10_251,
sim_notes-and-queries_1884-10-18_10_251,1884-10-18,Notes and Queries  1884-10-18: Vol 10 Iss 251,10,251,sim_notes-and-queries_1884-10-11_10_250,sim_notes-and-queries_1884-10-25_10_252,
sim_notes-and-queries_1884-10-25_10_252,1884-10-25,Notes and Queries  1884-10-25: Vol 10 Iss 252,10,252,sim_notes-and-queries_1884-10-18_10_251,sim_notes-and-queries_1884-11-01_10_253,
sim_notes-and-queries_1884-11-01_10_253,1884-11-01,Notes and Queries  1884-11-01: Vol 10 Iss 253,10,253,sim_notes-and-queries_1884-10-25_10_252,sim_notes-and-queries_1884-11-08_10_254,
sim_notes-and-queries_1884-11-08_10_254,1884-11-08,Notes and Queries  1884-11-08: Vol 10 Iss 254,10,254,sim_notes-and-queries_1884-11-01_10_253,sim_notes-and-queries_1884-11-15_10_255,
sim_notes-and-queries_1884-11-15_10_255,1884-11-15,Notes and Queries  1884-11-15: Vol 10 Iss 255,10,255,sim_notes-and-queries_1884-11-08_10_254,sim_notes-and-queries_1884-11-22_10_256,
sim_notes-and-queries_1884-11-22_10_256,1884-11-22,Notes and Queries  1884-11-22: Vol 10 Iss 256,10,256,sim_notes-and-queries_1884-11-15_10_255,sim_notes-and-queries_1884-11-29_10_257,
sim_notes-and-queries_1884-11-29_10_257,1884-11-29,Notes and Queries  1884-11-29: Vol 10 Iss 257,10,257,sim_notes-and-queries_1884-11-22_10_256,sim_notes-and-queries_1884-12-06_10_258,
sim_notes-and-queries_1884-12-06_10_258,1884-12-06,Notes and Queries  1884-12-06: Vol 10 Iss 258,10,258,sim_notes-and-queries_1884-11-29_10_257,sim_notes-and-queries_1884-12-13_10_259,
sim_notes-and-queries_1884-12-13_10_259,1884-12-13,Notes and Queries  1884-12-13: Vol 10 Iss 259,10,259,sim_notes-and-queries_1884-12-06_10_258,sim_notes-and-queries_1884-12-20_10_260,
sim_notes-and-queries_1884-12-20_10_260,1884-12-20,Notes and Queries  1884-12-20: Vol 10 Iss 260,10,260,sim_notes-and-queries_1884-12-13_10_259,sim_notes-and-queries_1884-12-27_10_261,
sim_notes-and-queries_1884-12-27_10_261,1884-12-27,Notes and Queries  1884-12-27: Vol 10 Iss 261,10,261,sim_notes-and-queries_1884-12-20_10_260,sim_notes-and-queries_1885_11_index,
sim_notes-and-queries_1884_10_index,1884,Notes and Queries  1884: Vol 10 Index,10,Index,sim_notes-and-queries_1884-06-28_9_235,sim_notes-and-queries_1884-07-05_10_236,
sim_notes-and-queries_1884_9_index,1884,Notes and Queries  1884: Vol 9 Index,9,Index,sim_notes-and-queries_1883-12-29_8_209,sim_notes-and-queries_1884-01-05_9_210,
sim_notes-and-queries_1885-01-03_11_262,1885-01-03,Notes and Queries  1885-01-03: Vol 11 Iss 262,11,262,sim_notes-and-queries_1885_11_index,sim_notes-and-queries_1885-01-10_11_263,
sim_notes-and-queries_1885-01-10_11_263,1885-01-10,Notes and Queries  1885-01-10: Vol 11 Iss 263,11,263,sim_notes-and-queries_1885-01-03_11_262,sim_notes-and-queries_1885-01-17_11_264,
sim_notes-and-queries_1885-01-17_11_264,1885-01-17,Notes and Queries  1885-01-17: Vol 11 Iss 264,11,264,sim_notes-and-queries_1885-01-10_11_263,sim_notes-and-queries_1885-01-24_11_265,
sim_notes-and-queries_1885-01-24_11_265,1885-01-24,Notes and Queries  1885-01-24: Vol 11 Iss 265,11,265,sim_notes-and-queries_1885-01-17_11_264,sim_notes-and-queries_1885-01-31_11_266,
sim_notes-and-queries_1885-01-31_11_266,1885-01-31,Notes and Queries  1885-01-31: Vol 11 Iss 266,11,266,sim_notes-and-queries_1885-01-24_11_265,sim_notes-and-queries_1885-02-07_11_267,
sim_notes-and-queries_1885-02-07_11_267,1885-02-07,Notes and Queries  1885-02-07: Vol 11 Iss 267,11,267,sim_notes-and-queries_1885-01-31_11_266,sim_notes-and-queries_1885-02-14_11_268,
sim_notes-and-queries_1885-02-14_11_268,1885-02-14,Notes and Queries  1885-02-14: Vol 11 Iss 268,11,268,sim_notes-and-queries_1885-02-07_11_267,sim_notes-and-queries_1885-02-21_11_269,
sim_notes-and-queries_1885-02-21_11_269,1885-02-21,Notes and Queries  1885-02-21: Vol 11 Iss 269,11,269,sim_notes-and-queries_1885-02-14_11_268,sim_notes-and-queries_1885-02-28_11_270,
sim_notes-and-queries_1885-02-28_11_270,1885-02-28,Notes and Queries  1885-02-28: Vol 11 Iss 270,11,270,sim_notes-and-queries_1885-02-21_11_269,sim_notes-and-queries_1885-03-07_11_271,
sim_notes-and-queries_1885-03-07_11_271,1885-03-07,Notes and Queries  1885-03-07: Vol 11 Iss 271,11,271,sim_notes-and-queries_1885-02-28_11_270,sim_notes-and-queries_1885-03-14_11_272,
sim_notes-and-queries_1885-03-14_11_272,1885-03-14,Notes and Queries  1885-03-14: Vol 11 Iss 272,11,272,sim_notes-and-queries_1885-03-07_11_271,sim_notes-and-queries_1885-03-21_11_273,
sim_notes-and-queries_1885-03-21_11_273,1885-03-21,Notes and Queries  1885-03-21: Vol 11 Iss 273,11,273,sim_notes-and-queries_1885-03-14_11_272,sim_notes-and-queries_1885-03-28_11_274,
sim_notes-and-queries_1885-03-28_11_274,1885-03-28,Notes and Queries  1885-03-28: Vol 11 Iss 274,11,274,sim_notes-and-queries_1885-03-21_11_273,sim_notes-and-queries_1885-04-04_11_275,
sim_notes-and-queries_1885-04-04_11_275,1885-04-04,Notes and Queries  1885-04-04: Vol 11 Iss 275,11,275,sim_notes-and-queries_1885-03-28_11_274,sim_notes-and-queries_1885-04-11_11_276,
sim_notes-and-queries_1885-04-11_11_276,1885-04-11,Notes and Queries  1885-04-11: Vol 11 Iss 276,11,276,sim_notes-and-queries_1885-04-04_11_275,sim_notes-and-queries_1885-04-18_11_277,
sim_notes-and-queries_1885-04-18_11_277,1885-04-18,Notes and Queries  1885-04-18: Vol 11 Iss 277,11,277,sim_notes-and-queries_1885-04-11_11_276,sim_notes-and-queries_1885-04-25_11_278,
sim_notes-and-queries_1885-04-25_11_278,1885-04-25,Notes and Queries  1885-04-25: Vol 11 Iss 278,11,278,sim_notes-and-queries_1885-04-18_11_277,sim_notes-and-queries_1885-05-02_11_279,
sim_notes-and-queries_1885-05-02_11_279,1885-05-02,Notes and Queries  1885-05-02: Vol 11 Iss 279,11,279,sim_notes-and-queries_1885-04-25_11_278,sim_notes-and-queries_1885-05-09_11_280,
sim_notes-and-queries_1885-05-09_11_280,1885-05-09,Notes and Queries  1885-05-09: Vol 11 Iss 280,11,280,sim_notes-and-queries_1885-05-02_11_279,sim_notes-and-queries_1885-05-16_11_281,
sim_notes-and-queries_1885-05-16_11_281,1885-05-16,Notes and Queries  1885-05-16: Vol 11 Iss 281,11,281,sim_notes-and-queries_1885-05-09_11_280,sim_notes-and-queries_1885-05-23_11_282,
sim_notes-and-queries_1885-05-23_11_282,1885-05-23,Notes and Queries  1885-05-23: Vol 11 Iss 282,11,282,sim_notes-and-queries_1885-05-16_11_281,sim_notes-and-queries_1885-05-30_11_283,
sim_notes-and-queries_1885-05-30_11_283,1885-05-30,Notes and Queries  1885-05-30: Vol 11 Iss 283,11,283,sim_notes-and-queries_1885-05-23_11_282,sim_notes-and-queries_1885-06-06_11_284,
sim_notes-and-queries_1885-06-06_11_284,1885-06-06,Notes and Queries  1885-06-06: Vol 11 Iss 284,11,284,sim_notes-and-queries_1885-05-30_11_283,sim_notes-and-queries_1885-06-13_11_285,
sim_notes-and-queries_1885-06-13_11_285,1885-06-13,Notes and Queries  1885-06-13: Vol 11 Iss 285,11,285,sim_notes-and-queries_1885-06-06_11_284,sim_notes-and-queries_1885-06-20_11_286,
sim_notes-and-queries_1885-06-20_11_286,1885-06-20,Notes and Queries  1885-06-20: Vol 11 Iss 286,11,286,sim_notes-and-queries_1885-06-13_11_285,sim_notes-and-queries_1885-06-27_11_287,
sim_notes-and-queries_1885-06-27_11_287,1885-06-27,Notes and Queries  1885-06-27: Vol 11 Iss 287,11,287,sim_notes-and-queries_1885-06-20_11_286,sim_notes-and-queries_1885_12_index,
sim_notes-and-queries_1885-07-04_12_288,1885-07-04,Notes and Queries  1885-07-04: Vol 12 Iss 288,12,288,sim_notes-and-queries_1885_12_index,sim_notes-and-queries_1885-07-11_12_289,
sim_notes-and-queries_1885-07-11_12_289,1885-07-11,Notes and Queries  1885-07-11: Vol 12 Iss 289,12,289,sim_notes-and-queries_1885-07-04_12_288,sim_notes-and-queries_1885-07-18_12_290,
sim_notes-and-queries_1885-07-18_12_290,1885-07-18,Notes and Queries  1885-07-18: Vol 12 Iss 290,12,290,sim_notes-and-queries_1885-07-11_12_289,sim_notes-and-queries_1885-07-25_12_291,
sim_notes-and-queries_1885-07-25_12_291,1885-07-25,Notes and Queries  1885-07-25: Vol 12 Iss 291,12,291,sim_notes-and-queries_1885-07-18_12_290,sim_notes-and-queries_1885-08-01_12_292,
sim_notes-and-queries_1885-08-01_12_292,1885-08-01,Notes and Queries  1885-08-01: Vol 12 Iss 292,12,292,sim_notes-and-queries_1885-07-25_12_291,sim_notes-and-queries_1885-08-08_12_293,
sim_notes-and-queries_1885-08-08_12_293,1885-08-08,Notes and Queries  1885-08-08: Vol 12 Iss 293,12,293,sim_notes-and-queries_1885-08-01_12_292,sim_notes-and-queries_1885-08-15_12_294,
sim_notes-and-queries_1885-08-15_12_294,1885-08-15,Notes and Queries  1885-08-15: Vol 12 Iss 294,12,294,sim_notes-and-queries_1885-08-08_12_293,sim_notes-and-queries_1885-08-22_12_295,
sim_notes-and-queries_1885-08-22_12_295,1885-08-22,Notes and Queries  1885-08-22: Vol 12 Iss 295,12,295,sim_notes-and-queries_1885-08-15_12_294,sim_notes-and-queries_1885-08-29_12_296,
sim_notes-and-queries_1885-08-29_12_296,1885-08-29,Notes and Queries  1885-08-29: Vol 12 Iss 296,12,296,sim_notes-and-queries_1885-08-22_12_295,sim_notes-and-queries_1885-09-05_12_297,
sim_notes-and-queries_1885-09-05_12_297,1885-09-05,Notes and Queries  1885-09-05: Vol 12 Iss 297,12,297,sim_notes-and-queries_1885-08-29_12_296,sim_notes-and-queries_1885-09-12_12_298,
sim_notes-and-queries_1885-09-12_12_298,1885-09-12,Notes and Queries  1885-09-12: Vol 12 Iss 298,12,298,sim_notes-and-queries_1885-09-05_12_297,sim_notes-and-queries_1885-09-19_12_299,
sim_notes-and-queries_1885-09-19_12_299,1885-09-19,Notes and Queries  1885-09-19: Vol 12 Iss 299,12,299,sim_notes-and-queries_1885-09-12_12_298,sim_notes-and-queries_1885-09-26_12_300,
sim_notes-and-queries_1885-09-26_12_300,1885-09-26,Notes and Queries  1885-09-26: Vol 12 Iss 300,12,300,sim_notes-and-queries_1885-09-19_12_299,sim_notes-and-queries_1885-10-03_12_301,
sim_notes-and-queries_1885-10-03_12_301,1885-10-03,Notes and Queries  1885-10-03: Vol 12 Iss 301,12,301,sim_notes-and-queries_1885-09-26_12_300,sim_notes-and-queries_1885-10-10_12_302,
sim_notes-and-queries_1885-10-10_12_302,1885-10-10,Notes and Queries  1885-10-10: Vol 12 Iss 302,12,302,sim_notes-and-queries_1885-10-03_12_301,sim_notes-and-queries_1885-10-17_12_303,
sim_notes-and-queries_1885-10-17_12_303,1885-10-17,Notes and Queries  1885-10-17: Vol 12 Iss 303,12,303,sim_notes-and-queries_1885-10-10_12_302,sim_notes-and-queries_1885-10-24_12_304,
sim_notes-and-queries_1885-10-24_12_304,1885-10-24,Notes and Queries  1885-10-24: Vol 12 Iss 304,12,304,sim_notes-and-queries_1885-10-17_12_303,sim_notes-and-queries_1885-10-31_12_305,
sim_notes-and-queries_1885-10-31_12_305,1885-10-31,Notes and Queries  1885-10-31: Vol 12 Iss 305,12,305,sim_notes-and-queries_1885-10-24_12_304,sim_notes-and-queries_1885-11-07_12_306,
sim_notes-and-queries_1885-11-07_12_306,1885-11-07,Notes and Queries  1885-11-07: Vol 12 Iss 306,12,306,sim_notes-and-queries_1885-10-31_12_305,sim_notes-and-queries_1885-11-14_12_307,
sim_notes-and-queries_1885-11-14_12_307,1885-11-14,Notes and Queries  1885-11-14: Vol 12 Iss 307,12,307,sim_notes-and-queries_1885-11-07_12_306,sim_notes-and-queries_1885-11-21_12_308,
sim_notes-and-queries_1885-11-21_12_308,1885-11-21,Notes and Queries  1885-11-21: Vol 12 Iss 308,12,308,sim_notes-and-queries_1885-11-14_12_307,sim_notes-and-queries_1885-11-28_12_309,
sim_notes-and-queries_1885-11-28_12_309,1885-11-28,Notes and Queries  1885-11-28: Vol 12 Iss 309,12,309,sim_notes-and-queries_1885-11-21_12_308,sim_notes-and-queries_1885-12-05_12_310,
sim_notes-and-queries_1885-12-05_12_310,1885-12-05,Notes and Queries  1885-12-05: Vol 12 Iss 310,12,310,sim_notes-and-queries_1885-11-28_12_309,sim_notes-and-queries_1885-12-12_12_311,
sim_notes-and-queries_1885-12-12_12_311,1885-12-12,Notes and Queries  1885-12-12: Vol 12 Iss 311,12,311,sim_notes-and-queries_1885-12-05_12_310,sim_notes-and-queries_1885-12-19_12_312,
sim_notes-and-queries_1885-12-19_12_312,1885-12-19,Notes and Queries  1885-12-19: Vol 12 Iss 312,12,312,sim_notes-and-queries_1885-12-12_12_311,sim_notes-and-queries_1885-12-26_12_313,
sim_notes-and-queries_1885-12-26_12_313,1885-12-26,Notes and Queries  1885-12-26: Vol 12 Iss 313,12,313,sim_notes-and-queries_1885-12-19_12_312,sim_notes-and-queries_1886_1_index,
sim_notes-and-queries_1885_11_index,1885,Notes and Queries  1885: Vol 11 Index,11,Index,sim_notes-and-queries_1884-12-27_10_261,sim_notes-and-queries_1885-01-03_11_262,
sim_notes-and-queries_1885_12_index,1885,Notes and Queries  1885: Vol 12 Index,12,Index,sim_notes-and-queries_1885-06-27_11_287,sim_notes-and-queries_1885-07-04_12_288,
sim_notes-and-queries_1886-01-02_1_1,1886-01-02,Notes and Queries  1886-01-02: Vol 1 Iss 1,1,1,sim_notes-and-queries_1886_1_index,sim_notes-and-queries_1886-01-09_1_2,
sim_notes-and-queries_1886-01-09_1_2,1886-01-09,Notes and Queries  1886-01-09: Vol 1 Iss 2,1,2,sim_notes-and-queries_1886-01-02_1_1,sim_notes-and-queries_1886-01-16_1_3,
sim_notes-and-queries_1886-01-16_1_3,1886-01-16,Notes and Queries  1886-01-16: Vol 1 Iss 3,1,3,sim_notes-and-queries_1886-01-09_1_2,sim_notes-and-queries_1886-01-23_1_4,
sim_notes-and-queries_1886-01-23_1_4,1886-01-23,Notes and Queries  1886-01-23: Vol 1 Iss 4,1,4,sim_notes-and-queries_1886-01-16_1_3,sim_notes-and-queries_1886-01-30_1_5,
sim_notes-and-queries_1886-01-30_1_5,1886-01-30,Notes and Queries  1886-01-30: Vol 1 Iss 5,1,5,sim_notes-and-queries_1886-01-23_1_4,sim_notes-and-queries_1886-02-06_1_6,
sim_notes-and-queries_1886-02-06_1_6,1886-02-06,Notes and Queries  1886-02-06: Vol 1 Iss 6,1,6,sim_notes-and-queries_1886-01-30_1_5,sim_notes-and-queries_1886-02-13_1_7,
sim_notes-and-queries_1886-02-13_1_7,1886-02-13,Notes and Queries  1886-02-13: Vol 1 Iss 7,1,7,sim_notes-and-queries_1886-02-06_1_6,sim_notes-and-queries_1886-02-20_1_8,
sim_notes-and-queries_1886-02-20_1_8,1886-02-20,Notes and Queries  1886-02-20: Vol 1 Iss 8,1,8,sim_notes-and-queries_1886-02-13_1_7,sim_notes-and-queries_1886-02-27_1_9,
sim_notes-and-queries_1886-02-27_1_9,1886-02-27,Notes and Queries  1886-02-27: Vol 1 Iss 9,1,9,sim_notes-and-queries_1886-02-20_1_8,sim_notes-and-queries_1886-03-06_1_10,
